Pitch,Roll,Yaw,x,y,z
89.931058,91.163372,88.161036,1621.691997,549.867353,199.079208
91.484519,90.423424,88.407330,1327.853704,476.386860,204.610517
89.812998,88.490385,89.208484,1335.677469,321.593937,195.206199
89.044740,91.302699,89.417551,411.543202,589.577021,195.419967
90.145589,88.307466,90.675596,504.266660,645.256473,203.431152
91.162188,90.785014,89.186788,1778.144085,892.372644,205.938429
89.201347,90.143712,88.022415,562.369222,583.116528,204.892783
91.626603,90.145431,90.669387,278.908289,830.671540,206.425910
91.859163,88.391308,88.500492,951.749920,114.968864,206.687226
89.789328,88.275538,91.524995,131.979484,789.230449,204.139841
89.278288,90.220788,89.471760,227.905792,555.303436,197.094355
89.155256,90.291189,91.679251,1611.037541,604.910632,207.792045
90.812453,90.211879,91.149937,825.943076,946.245013,205.407157
89.661152,91.114066,89.554002,890.919055,204.521938,204.428160
89.198024,89.225133,90.730503,286.867801,280.218622,202.692887
90.423533,89.256093,88.565703,1321.105812,164.230590,193.002120
89.990670,88.471418,89.626002,837.987241,243.896296,196.742847
87.744547,90.398584,91.103675,1000.110302,653.550128,192.457937
90.631121,90.035036,90.864509,1017.551281,470.268656,202.066615
89.854486,90.278446,90.044269,501.277953,612.497545,203.724037
88.818164,88.829941,90.970369,287.194094,711.910224,207.992940
90.117873,90.361028,91.359118,906.388912,898.542403,202.861278
89.932988,89.723834,88.600414,1253.331832,788.889394,203.290744
91.173273,90.190207,90.917954,813.136577,467.469042,205.166074
90.677701,90.181356,90.475534,1699.300020,673.920399,201.859098
91.757283,90.371828,91.648668,1676.894646,946.278227,197.352041
90.064875,89.242628,91.348397,562.718631,414.879753,209.559563
89.872706,90.813505,89.902878,159.769888,199.270576,198.915681
91.432793,90.523523,91.768939,1547.665002,620.672164,200.569958
91.517247,91.355584,90.149171,1414.988992,414.411973,192.248309
90.438446,89.222609,88.885768,942.434076,795.339589,193.594868
90.673057,88.899839,89.616058,1547.818622,132.881375,192.217558
91.293021,90.533178,88.582613,1001.939702,231.058097,195.307729
90.763081,89.269494,89.795065,1581.543747,680.436234,208.298228
90.595344,89.535918,88.036420,627.198518,965.954180,191.408386
90.533240,91.035545,89.984709,602.638095,419.693892,207.872984
89.495758,90.545888,90.639727,247.450067,556.235203,197.502493
89.054930,91.389501,88.972023,389.215673,563.215253,209.178385
90.957114,88.758662,89.806597,605.843678,954.686964,207.740926
88.937450,88.916023,91.639356,1084.244935,953.395031,191.840065
90.890886,89.892056,88.422640,536.691409,851.989623,209.907237
90.168345,88.921364,89.876462,442.356263,567.811229,208.475302
91.201412,89.557236,91.414095,1398.178110,696.520482,205.746071
89.488148,89.824742,91.493482,1505.735654,176.948140,205.500065
90.744648,90.697205,91.722896,109.991447,818.145295,208.516791
91.149716,90.875014,91.117222,601.251104,580.935454,191.886597
88.849338,90.550054,89.517692,517.248448,938.205143,198.259368
89.385053,88.405733,89.131444,752.448456,378.664885,202.607551
90.040339,91.732049,90.692592,1615.293568,495.983581,204.224281
89.525468,91.409286,91.190174,110.281740,143.208841,202.365726
89.706434,89.431628,88.842899,1014.945162,331.133912,190.959446
89.350173,87.562133,91.677148,1204.283208,299.951395,193.780298
89.937459,88.757491,89.779479,1656.754416,973.916846,190.606125
87.920366,89.088051,91.882516,1487.074230,451.015963,207.910807
89.199319,87.712498,91.467903,1513.462609,948.117181,190.115611
90.914980,89.143434,90.028988,650.048977,374.135736,207.359037
89.036505,88.851469,88.201176,263.988522,153.250568,205.088548
89.099624,91.385695,89.117541,1036.029345,908.343577,206.268468
91.323142,90.409046,90.630511,997.886063,204.098238,202.011019
88.932622,90.536190,89.264311,1033.859949,385.739826,207.237925
92.377975,88.728630,90.515747,155.102496,143.788486,193.222998
89.684366,91.338285,89.696284,1307.605105,614.880580,193.650651
89.184515,89.409691,90.894554,1341.289248,686.130630,198.922201
89.867046,87.279359,89.776807,1291.055084,505.147254,199.928624
90.949426,89.805582,91.309481,1322.241207,856.210150,193.866678
89.796250,88.905168,89.224232,958.608509,337.467298,197.803247
90.748180,88.784256,91.782296,1587.845206,265.664950,200.180391
89.325606,88.692804,91.340471,624.355808,453.688906,199.207710
89.556780,89.622400,88.494056,433.232998,355.510532,203.865004
91.425578,89.613315,88.249045,714.552027,878.127598,196.844587
87.864288,89.351264,89.784594,126.080981,876.547426,195.124847
89.613283,90.528339,90.213480,960.181634,909.091833,205.339203
88.279088,89.313273,88.168206,228.612744,728.734268,204.898483
90.664312,89.827778,89.008403,676.127475,851.414462,207.209836
88.933613,91.494347,88.767224,1746.355014,376.313967,190.594359
89.781350,89.588723,88.048293,518.843990,867.404192,202.901758
90.383606,90.431442,89.371369,915.510320,870.293494,207.447791
90.110726,89.349924,90.337923,466.726559,408.640438,207.407072
91.298909,89.963947,88.176908,753.392978,490.338247,202.501064
90.139682,90.514537,90.926815,494.354643,812.810183,201.601124
89.802616,90.208612,88.718776,1164.159500,620.481843,200.099292
90.732517,91.703617,91.739926,244.468743,714.543938,190.167149
90.339099,90.781174,88.766516,1650.100019,336.275921,201.432774
88.681348,89.039089,89.844426,1756.494512,592.785736,202.327845
89.514857,89.297264,91.356869,446.396236,372.037763,203.570508
89.458419,88.760389,89.017493,1726.793326,883.373589,205.885752
89.656897,89.494158,91.433366,1019.969531,282.317972,193.473254
91.232546,90.091806,90.512160,1331.143741,644.935585,209.487375
89.997907,91.563258,88.030364,619.568207,920.378584,202.891654
88.804621,90.589103,88.157481,835.131647,414.075983,203.316330
90.249064,89.468316,88.465312,316.385082,597.779905,204.406382
90.623365,91.140501,89.056218,224.615645,380.646109,196.460711
88.824283,90.896380,88.347608,1603.151711,292.128612,192.307552
89.262993,92.288312,89.469739,1308.708795,503.480500,205.370904
89.903269,88.930937,90.189867,270.337414,962.108541,207.296085
88.776819,90.235198,89.104314,543.094584,536.713995,205.562785
89.413550,88.526115,88.216167,426.990455,707.439877,195.056527
89.835110,89.362077,91.869932,1238.870695,381.496910,207.725916
89.319514,91.401312,89.169360,1669.828873,741.960669,201.645291
92.155088,88.405234,90.669306,761.545115,408.589356,207.098610
90.145157,89.200872,88.327064,240.217503,817.932754,200.726024
90.158686,89.204215,91.812244,1620.210571,643.868495,209.717472
90.967265,89.498470,89.041736,325.253003,651.808895,190.925522
89.285575,90.484935,90.777984,125.063161,568.049247,202.424782
90.342709,88.403034,89.974128,745.425575,127.104946,194.436754
88.835029,89.430134,88.434216,693.820482,556.973810,193.481674
88.820235,91.801173,90.576078,1494.371315,936.407796,192.213170
89.925762,89.937695,89.543452,411.792129,855.242547,198.630736
88.857440,90.227699,89.024415,1697.144289,894.727137,192.187288
89.938389,89.066562,89.127621,1322.063873,894.563110,194.045014
89.977247,91.320455,88.497141,1685.333933,599.856958,201.479372
90.801487,89.451099,88.343022,1607.951176,213.769769,194.370394
89.353048,89.053610,89.086084,524.480658,588.334701,193.337077
88.747264,89.492428,88.424471,961.338151,711.960528,195.886086
88.367305,90.504362,90.068050,1264.396116,673.124069,199.653454
89.408108,91.791526,90.624060,1451.489885,554.874221,205.585672
90.395561,90.970100,91.076977,1611.339871,702.877056,190.395379
91.311524,89.947481,90.893697,1529.019474,328.687220,206.557943
89.647629,89.536593,90.047052,670.256264,230.926605,204.048186
91.439856,89.483283,90.348779,1689.888828,143.566268,196.016208
91.170659,89.886723,89.955820,1089.115133,139.170490,193.543022
91.096246,89.142193,88.963242,1023.965704,940.370635,209.103410
89.499547,89.606057,90.243945,505.162992,809.610846,198.903403
90.467740,89.627901,90.225202,1732.254299,856.189088,198.210426
89.298610,89.245797,90.939464,841.561146,882.485988,191.907598
89.642222,91.502861,90.151647,192.267634,177.996141,193.225871
89.382100,89.617697,90.421545,1804.557715,621.277098,192.524957
89.605871,90.805425,88.734392,518.059111,746.839599,197.620808
89.310087,90.431283,91.320420,808.796897,891.508732,190.863134
91.355475,90.285433,91.048341,1530.505277,423.492886,206.820316
88.044154,89.369654,88.887506,920.932401,529.655745,194.844844
89.951006,89.507086,89.734960,615.305994,705.667317,196.169035
89.859300,88.913257,91.457068,851.443353,786.781447,191.543760
90.447340,89.377433,90.240300,815.485057,585.671822,208.149490
87.941260,89.922168,91.273869,109.875568,135.572961,196.383345
88.754748,88.769093,89.344440,914.207429,475.662193,200.156283
90.333537,89.818335,88.655006,817.961408,436.036438,193.997826
88.684820,89.391338,88.255479,1762.154415,696.583989,196.432460
89.314112,88.966827,91.985059,208.103200,218.285368,208.961406
89.326323,90.994920,90.732057,1530.063268,164.096800,193.160771
89.348445,90.954897,91.633349,931.654878,881.413025,207.592515
89.173601,91.487661,90.799517,1208.246870,715.324878,191.348570
90.339820,88.948819,88.696407,290.690210,274.543366,208.301849
90.423539,89.193376,89.977322,1777.504189,460.141965,196.079674
90.488257,89.913538,88.764564,1064.881169,654.567279,205.354995
88.170508,90.597435,89.664857,447.576372,553.751705,205.744869
90.091336,89.646506,90.446957,1223.860456,496.191221,202.413301
90.593682,90.209546,89.491844,246.238358,943.239247,196.663250
90.398243,89.121152,90.709111,1325.321554,563.654407,198.128864
89.612045,89.935615,89.349187,1125.956863,321.449194,195.850679
90.467682,89.626080,89.103342,848.788116,606.807674,192.673803
88.651496,89.193136,89.434220,1458.211109,449.987189,194.303013
89.494582,88.620555,91.378627,1332.649645,645.822498,196.384557
88.845909,88.739908,91.824713,1628.731910,522.854234,195.889527
89.349404,90.928590,91.629954,592.441236,461.937620,191.079608
90.702454,91.471958,91.562158,643.473798,687.523238,209.621208
90.343306,88.897057,91.266774,1131.714289,149.027221,192.969820
91.333786,90.936759,89.337269,259.276109,527.821388,190.858984
89.546423,90.377066,88.228484,780.971174,889.355408,206.178296
89.408107,90.524702,90.633054,257.517716,884.673577,206.219841
90.005790,91.033799,89.255709,1536.916798,250.854678,202.509127
90.070642,91.327724,91.729450,1530.742689,238.012489,193.594774
89.176212,89.116861,90.955105,1483.125859,947.622271,199.758715
90.389393,90.414141,89.010401,1641.211943,763.587097,203.461852
88.277351,89.063305,88.085661,947.414139,406.129253,207.006414
90.092911,89.793076,89.708774,950.869482,741.984366,194.398142
89.435685,88.985235,91.351619,197.558852,462.168469,192.288646
89.931056,90.596115,88.717006,947.822371,332.543101,202.708848
91.028239,89.372908,88.780045,706.342202,938.221287,191.892413
88.582495,90.072879,90.855149,1324.401073,643.499371,206.910614
89.694165,90.292160,91.350451,1134.604025,674.680970,192.600477
92.836628,90.624162,88.077736,542.781565,269.916780,206.732310
89.493004,89.320099,88.871274,913.104904,916.408566,195.490496
88.320083,90.058267,89.538673,563.264700,689.386777,199.052808
89.454966,90.560340,88.311062,393.010866,338.473368,206.098101
88.347246,89.851112,89.665651,1797.161145,499.332953,203.144258
89.601831,90.325711,90.910399,858.831782,619.558854,209.271498
88.902848,89.845811,90.138939,1728.821276,470.825258,198.053916
89.592801,92.099800,89.734171,656.824721,128.780465,204.145989
89.848155,90.126578,89.882145,1551.311683,761.882966,202.074115
90.548333,89.042796,89.461586,297.773574,881.378445,192.099678
90.720451,90.415733,90.524008,1422.451655,222.329742,208.995741
89.785140,89.612564,88.391648,1015.106218,300.647938,197.535620
90.515122,89.482718,88.729912,146.861773,503.842177,193.362691
90.872531,89.955398,91.502919,1098.975511,167.571841,198.806989
89.651625,89.196341,89.992168,510.359606,361.403332,191.761203
87.484252,90.690851,89.789221,1797.608761,224.741788,193.138771
90.973558,89.027605,91.071974,1565.815615,601.813822,195.302604
90.939651,90.678934,91.324078,331.762304,200.249629,201.270656
91.713400,88.850018,89.497705,1762.804912,966.081285,203.476784
89.774538,90.019267,89.484377,1391.113059,414.973046,194.500093
89.766539,90.471829,91.977897,1055.870732,219.769773,202.995356
89.563315,90.194766,91.154284,137.569427,282.302129,209.202144
90.730977,87.961544,91.574705,340.282001,296.450176,200.522916
88.525289,88.807241,88.503346,776.959268,516.991679,194.010641
89.281851,89.402524,90.065224,221.788812,832.038703,195.591575
90.824672,90.214132,90.780793,814.376009,272.411804,194.916121
91.591700,90.629679,89.907676,1454.339813,572.734834,193.096657
89.078288,89.830277,88.146505,180.332001,738.067363,204.621765
88.766678,88.604805,89.945169,1572.530673,911.743024,192.953707
89.071996,89.229980,89.840242,155.055115,184.981725,190.145731
91.401366,90.172561,91.958168,1404.906826,938.911237,201.080569
89.796838,88.926712,90.749796,1791.644433,560.930417,194.566105
87.398153,90.486632,91.906601,1135.899981,318.155386,199.835328
90.295043,90.977402,90.813349,1019.023848,236.577709,205.880150
90.707094,90.469779,88.185221,904.043843,922.395051,197.346796
88.662481,88.929513,89.026624,1773.489087,502.444823,202.691098
87.723425,87.816827,88.578849,427.858047,421.149133,190.145901
90.235057,88.946932,91.590427,1745.384575,824.434036,199.781393
89.137755,89.570223,89.259025,821.671150,272.957829,205.899639
88.688276,90.601473,89.935414,546.133417,919.706778,204.687390
89.022241,89.698388,88.262322,172.631885,619.194918,206.602930
91.452726,90.376340,89.608075,142.431976,965.503460,201.266383
89.185500,91.004932,91.510446,186.998954,688.540981,194.830275
92.492805,92.038208,91.672801,305.941468,487.057546,194.408963
89.735362,90.445848,88.906754,337.778265,810.704627,209.735363
90.483992,90.342195,90.530227,621.037502,534.288017,200.244931
88.648362,89.151706,89.788126,1398.893354,508.995124,204.012027
91.882472,88.369140,89.482220,1556.761494,954.754595,199.326474
90.775252,88.958438,90.109157,1426.500426,442.854370,191.750692
91.403877,87.720223,89.693503,1535.230877,712.145154,199.371524
88.479851,90.230640,88.511131,360.222730,243.316766,208.066107
89.977250,91.811682,88.604338,641.282833,639.325283,204.740665
89.503766,89.283585,89.136012,452.132787,864.770602,204.766964
90.326504,89.231105,90.248984,736.738300,524.866313,196.986393
90.318378,90.159543,89.491085,135.780514,896.169277,201.152355
90.371202,90.257266,89.750191,110.593903,487.779403,192.476942
88.941966,90.556349,89.087166,127.237555,189.007048,196.744295
89.167351,89.900089,90.658169,603.375985,151.639549,202.159663
89.732922,89.614562,90.536195,1485.527348,461.273704,193.295419
89.621026,90.464315,90.563874,396.407151,753.568377,200.398658
90.096478,90.461795,90.803050,865.294222,592.636921,208.575914
88.787802,89.852385,89.656935,1039.493050,848.249378,205.906823
89.212791,88.561048,90.132502,343.219066,364.450025,203.632047
90.221675,90.626527,89.223031,757.397488,695.364977,201.971528
90.306726,89.225293,91.089457,1522.428315,448.892489,198.723097
89.130935,89.413566,89.828983,298.108266,490.201998,196.600903
90.621976,88.492020,89.709476,1130.971125,584.702197,198.540527
88.752045,90.422346,91.117430,1738.905732,744.464396,206.368481
89.322995,89.424632,89.374344,1695.317106,360.462709,206.722577
89.688668,89.300218,90.782905,1571.183011,171.846318,203.651399
88.929290,89.711182,91.520974,551.363432,347.504165,196.722291
89.461311,89.781737,91.068019,1177.608402,413.783314,202.043594
89.573222,91.240261,91.625263,523.814424,703.727747,207.890129
90.342667,90.102847,91.774767,1464.824454,270.546881,199.778806
89.947501,91.473971,89.942877,1064.792429,481.302144,204.211029
90.488172,88.665059,90.823348,795.496284,165.500636,195.023767
90.064470,91.002049,89.912334,781.033173,747.005089,191.381246
90.433463,91.215958,89.343007,839.524166,246.149105,206.574035
88.456262,89.965153,91.718418,1164.616787,550.667107,200.763410
89.447507,89.784212,89.374769,557.495291,388.266570,191.172257
89.802704,89.130013,88.869542,1491.355922,320.289368,196.907345
89.203524,90.523671,88.252035,107.950387,213.945130,194.927449
90.811277,88.744518,89.165821,1662.100313,234.719094,198.129971
90.170604,90.128997,90.977243,1738.044321,262.540523,202.853851
90.065699,88.256645,89.309000,459.794775,720.530243,202.346521
90.513789,90.580275,89.786588,1698.634769,292.724414,201.890438
88.475538,90.043331,90.743179,1319.504174,579.829978,204.748559
90.619328,91.333682,91.815396,1162.961958,250.605793,207.623399
89.019764,90.981061,91.325259,695.990468,654.117871,197.022726
91.518941,89.408179,90.292836,1593.766102,128.493541,197.032090
90.666309,89.386909,91.496841,1275.105449,614.162513,190.066888
91.465559,89.090477,89.368613,662.272852,140.228439,202.672468
91.432874,89.919930,88.535859,1072.294530,687.032521,204.294340
90.715975,90.006250,91.373977,1203.107939,128.903694,191.598609
91.131893,90.535374,89.080159,1792.176184,323.010388,196.326875
91.307059,89.680631,91.780134,676.993930,905.120417,199.262703
91.312259,90.132370,88.403956,1256.252482,309.079215,198.865902
89.669778,89.894954,89.672523,1455.617880,966.636052,195.001373
89.678652,92.770376,88.286491,1577.247677,375.264686,195.106203
89.973864,91.055811,91.386033,1028.353833,283.783420,209.547766
91.480302,91.138426,88.301669,148.763593,319.150786,192.397082
89.682553,90.544974,88.764040,1515.205342,842.034507,196.766331
91.291942,88.889319,90.765626,870.681536,259.419642,194.350647
90.589592,88.910386,89.787335,900.088321,666.906016,206.557577
90.990967,89.937990,89.527179,1602.880727,804.836114,203.018945
87.786316,90.090864,91.542391,107.111632,954.695480,195.156468
89.710157,91.152880,89.356893,1057.505232,854.513951,196.117714
90.117744,88.218448,89.895225,682.610765,564.176349,203.715162
89.774455,90.003896,89.824787,1011.596170,436.113145,205.407455
89.701151,90.244992,89.361389,678.743688,658.439406,192.181782
88.291806,90.849324,88.980804,745.468888,842.434479,206.080320
90.753887,89.826376,89.745945,1156.239675,841.914413,195.333511
88.699727,90.845590,88.399814,592.924398,754.309334,197.486142
89.658420,89.022791,90.470653,272.627892,435.143327,194.453221
88.635549,90.393150,88.138983,361.780412,504.348510,206.991540
90.791691,91.296799,90.223470,531.896964,234.495285,208.207282
89.236456,89.237642,91.328222,959.580231,744.126867,198.373537
90.508269,90.525415,90.117492,1326.111871,585.886031,193.749672
90.272083,90.755531,88.466001,459.499885,244.622494,205.743046
91.693006,89.377304,90.243746,562.660246,346.500591,193.941634
90.655258,90.537237,89.401592,1470.819363,490.632283,206.479369
90.373276,88.246257,90.251587,1471.796935,663.073859,205.671482
89.539737,89.974671,88.068482,825.655662,161.529259,190.178064
90.570047,91.323003,90.095304,1089.569292,640.223380,191.304641
90.774785,89.441619,88.753359,340.943321,687.623150,199.788198
90.179499,91.500318,88.036450,1701.577357,134.802119,206.139896
91.151491,88.553774,91.443975,1431.169345,720.522440,199.406770
89.898508,91.018287,88.454470,131.768296,828.165458,197.801286
88.143739,87.981056,91.627501,138.387338,841.721509,208.149607
89.676434,89.237309,90.913264,680.916191,719.032604,201.278391
90.101187,89.588568,88.547632,326.321739,255.585565,206.813610
88.309365,89.762100,89.285675,1523.746243,492.148551,204.189553
88.552298,91.234606,91.501404,1536.375759,456.089274,196.575246
91.659170,88.584357,90.788709,1199.968735,354.231458,200.815851
89.183362,89.752073,88.337197,1156.185082,782.740780,199.478285
90.086991,90.327877,88.326379,506.924064,670.965886,196.436970
90.666196,89.397756,88.115912,671.653616,444.114462,193.504040
89.532531,89.169145,91.971228,1553.766727,811.905042,201.936289
90.779261,90.880182,91.219950,894.063964,218.934506,204.962219
90.604176,91.637982,88.955832,640.817316,212.244455,205.788433
91.396789,88.760828,88.928650,270.569222,442.482936,205.523181
89.944999,89.595847,89.846425,1298.313626,680.131417,192.236389
89.300720,91.665844,89.565896,1080.449957,648.193637,192.485072
90.138661,89.937122,89.472720,169.948799,139.192853,196.996543
89.564156,88.821930,89.075715,1515.167627,148.070573,193.436583
91.754179,91.665138,91.335275,1624.985039,971.465711,194.864560
90.124604,89.355418,90.914726,824.778717,890.822142,197.233111
88.609748,90.070378,89.263741,586.442734,367.547654,193.678686
89.514892,91.095630,89.364264,406.503539,927.809936,190.819237
90.313966,89.049601,90.182519,316.818742,642.007060,209.081154
91.216177,89.088436,88.613377,226.992799,477.213048,201.146187
89.427871,91.732566,89.905660,985.641595,825.977895,208.071401
90.234085,91.393949,89.808825,1107.385786,891.411320,201.433929
90.388669,90.812403,90.820772,791.358401,531.845775,195.670284
89.586197,91.898776,91.246791,1179.120383,692.769409,198.832611
88.680086,89.936482,91.808789,1296.424575,419.388036,195.731459
91.308622,90.238044,88.861965,1384.744324,299.454359,209.504834
90.166501,88.738209,88.114601,669.592468,130.387821,208.754956
91.664533,88.966584,91.085578,379.390121,583.151965,199.187623
90.554950,90.670742,90.250161,400.342666,330.705224,195.144207
90.358081,91.340254,91.256471,904.956520,488.223179,202.352321
89.910550,89.695148,90.925518,1271.199110,524.571179,205.942839
91.662339,91.411458,91.205170,716.593005,900.608878,193.967335
88.608278,91.120444,91.855324,1310.333441,704.415777,190.719720
90.514981,89.850568,90.243700,1025.143883,903.781252,194.789271
88.363532,89.968010,91.690310,1692.048435,410.590830,205.377441
89.064714,89.851046,91.502098,1589.039858,532.085666,207.864858
90.967406,90.795962,91.414812,1451.875875,836.399806,196.458416
88.926374,90.678911,89.579324,264.111032,131.513740,209.727967
91.675558,89.958284,90.675920,886.890928,827.436178,199.450789
91.042140,90.244783,90.830935,384.792150,861.009744,202.680985
89.574882,89.494536,91.738234,793.297072,883.019102,191.859824
88.017969,89.151018,91.543401,183.397296,660.606164,206.531231
88.886400,90.787707,90.480502,414.109902,867.634344,192.874473
90.285474,91.176175,90.840495,1390.463450,236.923923,191.365927
88.942787,90.049355,89.558935,993.987796,415.676875,200.206764
90.742512,90.244622,91.728396,522.796894,175.655836,208.166984
87.961673,90.048942,88.091333,1487.819547,902.792937,197.330824
91.873717,89.060161,90.950687,357.477508,599.838026,192.476415
89.408936,90.056968,90.306583,1198.406096,269.611662,207.096091
90.428376,88.940785,90.478789,423.471984,190.051922,206.638518
89.946383,87.856973,90.863249,1572.720433,458.682443,203.719067
91.376635,90.237900,91.924744,822.335519,456.171840,192.444228
88.187409,88.914826,88.872089,1667.869752,467.047196,207.066332
88.817021,91.587394,91.430103,1073.378665,686.229805,209.160140
91.611313,90.201555,91.933407,115.429433,939.745325,206.715865
88.618636,90.763566,90.541041,1609.932002,890.524852,200.700102
88.924471,88.025563,88.393278,1719.395531,516.075548,203.294306
91.463426,90.544275,89.841120,1393.118553,750.422497,205.164392
90.296184,92.321886,91.624237,1079.557144,721.042964,207.143930
89.391988,90.698862,88.549069,1042.743340,710.821492,205.535376
90.121987,88.591741,89.603259,1055.423926,531.232166,204.125529
89.358899,88.846763,89.658578,1111.338873,475.999598,192.303890
91.464467,90.211281,88.201750,1475.623617,699.704523,200.836088
90.223079,89.942170,89.693274,1184.133097,145.852216,191.872912
88.173970,88.673234,89.469033,172.425899,647.126639,209.619681
89.974534,90.500475,88.416824,1495.395029,918.437967,202.304692
90.447368,89.072076,91.820587,1294.233906,106.496096,195.342949
89.997733,89.683242,89.749045,420.233844,298.230370,191.836002
89.747118,90.198268,91.789665,1529.632055,555.761671,208.678655
90.005989,89.334440,88.871145,1599.196433,621.371134,202.200024
88.989139,90.778433,91.539296,542.822093,709.111695,203.932820
90.106714,89.506105,90.960970,1254.476667,813.139537,193.176138
88.722275,88.293297,91.234109,1550.304588,825.991669,194.571768
90.968866,90.554451,89.040733,718.352136,568.474960,193.982282
89.219659,89.610447,91.499075,1488.697118,387.002717,193.563211
90.978552,89.963927,91.801075,456.366903,513.028288,194.909530
91.111200,91.393030,91.047842,1471.783970,525.510296,192.407963
89.077936,89.810723,88.831207,718.718936,782.681344,203.186660
88.915490,90.123584,91.871737,991.835508,790.117998,196.713457
88.772665,90.056495,88.836548,1371.883208,364.287380,207.319671
89.315833,90.998756,90.819919,119.927515,461.145138,196.556525
90.677201,91.387619,88.134400,1364.008493,157.200225,199.538402
90.283392,87.711529,90.372425,580.120623,119.759918,200.000706
91.357554,89.604605,90.234458,1290.259596,669.773639,196.190777
